"bugID;""sd"";""cl"";""pd"";""co"";""rp"";""os"";""bs"";""rs"";""pr"";""bsr""",
"550167;""Multi-threaded object marking can give incorrect results on OOME"";""Tools"";""MAT"";""Core"";""PC"";""Windows 10"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550168;""[pivot] Avoid inter-project URI navigation from deresolve"";""Modeling"";""OCL"";""Core"";""PC"";""Windows 10"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550169;""Improve Tychos handling of includeSource=""""true"""" in target definition"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""enhancement""",
"550170;""tycho-source-feature-plugin should by default ignore missing sources"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""PC"";""Linux"";""CLOSED"";""WONTFIX"";""P3"";""enhancement""",
"550171;""tycho-p2-repository-plugin should provide an option """"includeSource"""""";""Eclipse Foundation"";""z_Archived"";""Tycho"";""PC"";""Linux"";""CLOSED"";""WONTFIX"";""P3"";""enhancement""",
"550172;""Source for feature not found if it is included as a subfeature"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""PC"";""Linux"";""CLOSED"";""WONTFIX"";""P3"";""normal""",
"550173;""Tycho should support real pomless builds"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""All"";""All"";""CLOSED"";""DUPLICATE"";""P3"";""enhancement""",
"550174;""Changes in Formating profiles are thrown away after restarting eclipse"";""Tools"";""Oomph"";""Preferences Management"";""PC"";""Windows 10"";""RESOLVED"";""FIXED"";""P3"";""major""",
"550175;""MalformedURLException launching plugin JUnit test for debug"";""Eclipse Project"";""Equinox"";""Launcher"";""PC"";""Windows 10"";""NEW"";;""P3"";""normal""",
"550176;""Named modules not picked up at runtime"";""Technology"";""Sisu"";""Inject"";""PC"";""Linux"";""NEW"";;""P3"";""normal""",
"550177;""Eclipse leaking memory"";""Tools"";""CDT"";""cdt-build"";""Macintosh"";""Mac OS X"";""CLOSED"";""INVALID"";""P3"";""critical""",
"550178;""NPE when an invalid package is exported or opened"";""Eclipse Project"";""JDT"";""Core"";""PC"";""Mac OS X"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550179;""NoClassDefFoundError: org/eclipse/ui/quickaccess/IQuickAccessComputerExtension"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Windows 10"";""CLOSED"";""INVALID"";""P3"";""normal""",
"550180;""Tests may fail with outdated document content"";""Eclipse Project"";""JDT"";""Core"";""PC"";""Linux"";""NEW"";;""P3"";""normal""",
"550181;""Java doc warning in the build I20190816-0155"";""Eclipse Project"";""Platform"";""UI"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550182;""Adding filter for API tools problem """"The re-exported type package.ClassName in PluginB_1.0.0 is no longer API"""" doesn't work"";""Eclipse Project"";""PDE"";""API Tools"";""PC"";""Windows 7"";""VERIFIED"";""FIXED"";""P3"";""normal""",
"550183;""Eclipse only issues a warning for name collision but Javac reports an error"";""Eclipse Project"";""JDT"";""Core"";""PC"";""Mac OS X"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550184;""Eclipse 4.13 prerequisites for M3: ECF"";""Eclipse Project"";""Platform"";""Releng"";""All"";""All"";""RESOLVED"";""WONTFIX"";""P3"";""normal""",
"550185;""Eclipse 4.13 prerequisites for RC1: EMF"";""Eclipse Project"";""Platform"";""Releng"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550186;""Eclipse 4.13 prerequisites for M3: Orbit"";""Eclipse Project"";""Platform"";""Releng"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550187;""Class Cast exception when moving Class on Class Diagram"";""Modeling"";""Papyrus"";""Diagram"";""PC"";""Windows 10"";""NEW"";;""P3"";""normal""",
"550188;""ApiAnalyzer flags false positive error due to extension point schema include"";""Eclipse Project"";""PDE"";""UI"";""PC"";""Windows 10"";""NEW"";;""P3"";""normal""",
"550189;""Compatibility check prohibits installation"";""Technology"";""MPC"";""wizard"";""PC"";""Windows 10"";""CLOSED"";""WONTFIX"";""P3"";""normal""",
"550190;""org.eclipse.equinox.p2.artifact.checksums.bouncycastle has no src folder"";""Eclipse Project"";""Equinox"";""p2"";""PC"";""Windows 7"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550191;""[Designer"," Components] Fix issues in connector reification"";""Modeling"";""Papyrus"";""Designer"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal"""
"550192;""Speedup of static weaving processor when weaving in-place"";""EE4J"";""EclipseLink"";""JPA"";""PC"";""Windows 10"";""NEW"";;""P3"";""enhancement""",
"550193;""Activate Azure DevOps integration for eclipse/antenna github project"";""Eclipse Foundation"";""z_Archived"";""Antenna"";""PC"";""Linux"";""CLOSED"";""WONTFIX"";""P3"";""normal""",
"550194;""Debug view collapses all content if hidden"";""Eclipse Project"";""Platform"";""Debug"";""PC"";""Linux"";""CLOSED"";""WONTFIX"";""P3"";""normal""",
"550195;""Reduce wait time in runtime process termination"";""Eclipse Project"";""Platform"";""Debug"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550196;""org.eclipse.tycho.p2.impl.publisher.P2GeneratorImpl.getProductFiles(File) should ignore polyglot files"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550197;""UI freeze in JavaOutlineInformationControl"";""Eclipse Project"";""JDT"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550198;""Enabling Google Analytics for the OpenJ9 project"";""Eclipse Foundation"";""Community"";""Hosted Services Privacy and Acceptable Usage Policy"";""PC"";""Mac OS X"";""NEW"";;""P3"";""normal""",
"550199;""New JACC maven coordinates"";""Eclipse Foundation"";""Community"";""CI-Jenkins"";""PC"";""Mac OS X"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550200;""""""Dirty"""" flag appears when opening PDF file"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Windows 10"";""CLOSED"";""WONTFIX"";""P3"";""normal""",
"550201;""[Passage] provide tutorial """"Create Licensed RCP"""""";""Technology"";""Passage"";""General"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""critical""",
"550202;""[Py4J] Large integers throw when used in script shell"";""Technology"";""Ease"";""Engines"";""All"";""All"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550203;""[API Analysis application] Exceptions return success"";""Eclipse Project"";""PDE"";""API Tools"";""All"";""All"";""VERIFIED"";""FIXED"";""P3"";""major""",
"550204;""Performance#assertPerformanceInRelativeBand should be static"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""All"";""RESOLVED"";""WORKSFORME"";""P3"";""normal""",
"550205;""Use varargs in Evaluator#setAssertCheckers"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Linux"";""RESOLVED"";""WORKSFORME"";""P3"";""normal""",
"550206;""org.eclipse.tycho.core.osgitools.EclipseRepositoryProject.getProductFiles(MavenProject) should ignor polyglot files"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550207;""[IoTML] Missing RCP icons and essential features"";""Modeling"";""Papyrus"";""IoTML"";""All"";""All"";""NEW"";;""P3"";""normal""",
"550208;""Provide reliable way to measure startup performance"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Linux"";""RESOLVED"";""WORKSFORME"";""P3"";""normal""",
"550209;""Improve interactive performance of the Eclipse SDK 4.14"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550210;""NPE in TopoSortGenerator"";""Technology"";""JGit"";""JGit"";""PC"";""Windows 10"";""CLOSED"";""DUPLICATE"";""P3"";""normal""",
"550211;""Remove try catch block in StructuredViewer"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550212;""[Designer"," releng] Create a 2019-06 target platform"";""Modeling"";""Papyrus"";""Designer"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal"""
"550213;""Unable to run Bugzilla Manager on 'modeling.mmt.qvt-oml'"";""Eclipse Foundation"";""Community"";""Bugzilla"";""PC"";""Windows 10"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550214;""PROXY server is not honoured by Eclipse"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Windows 10"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550215;""[Java Editor] Unknown character displayed when mouse-hovering over breadcrumbs"";""Technology"";""Eclemma"";""General"";""PC"";""Linux"";""NEW"";;""P3"";""normal""",
"550216;""Enable hashcode usage in DetailedProgressViewer (used in the Progress View)"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Linux"";""RESOLVED"";""WONTFIX"";""P3"";""normal""",
"550217;""[room.ui] Wrong quickfix for unresolved reference to port"";""Modeling"";""eTrice"";""UserInterface"";""PC"";""Windows 10"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550218;""Promote failure and Stop on Error flags do not work on modern tests"";""Technology"";""Ease"";""UI"";""All"";""All"";""UNCONFIRMED"";;""P3"";""major""",
"550219;""CommandProviderAdapter service registration should have the same service.ranking than the adapted CommandProvider service"";""Eclipse Project"";""Equinox"";""Framework"";""PC"";""Mac OS X"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550220;""Sometimes incomplete stack is shown for threads that were expanded before resume"";""Eclipse Project"";""Platform"";""Debug"";""PC"";""Linux"";""VERIFIED"";""FIXED"";""P3"";""normal""",
"550222;""TeamAction getTargetPage() can return null"";""Eclipse Project"";""Platform"";""Team"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550223;""Update wizard elements to use hash code lookup for viewers"";""Eclipse Project"";""JDT"";""UI"";""PC"";""Linux"";""RESOLVED"";""WORKSFORME"";""P3"";""normal""",
"550224;""Use hash lookup in NewWizardNewPage"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550226;""[content assist] New proposal category may get enabled by default"";""Eclipse Project"";""JDT"";""UI"";""PC"";""Linux"";""VERIFIED"";""FIXED"";""P3"";""normal""",
"550227;""Assign resource pack to project Eclipse.platform"";""Eclipse Foundation"";""Community"";""CI-Jenkins"";""PC"";""Mac OS X"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550228;""Deleting multiple interdependent projects triggers builds which prevent deletion"";""Eclipse Project"";""JDT"";""UI"";""PC"";""Linux"";""NEW"";;""P3"";""normal""",
"550229;""[release] ee4j.bean-validation 2.0.0"";""Eclipse Foundation"";""Community"";""Proposals and Reviews"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550230;""[release] ee4j.batch 1.0.0"";""Eclipse Foundation"";""Community"";""Proposals and Reviews"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550231;""[release] locationtech.geowave 1.0.0"";""Eclipse Foundation"";""Community"";""Proposals and Reviews"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550233;""Change download page to use eclipse mirror script"";""IoT"";""4DIAC"";""Web Page"";""PC"";""Linux"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550234;""RCPTT complains when trying to use get-editbox on a content assist popup dialog"";""Technology"";""RCPTT"";""ECL"";""PC"";""Windows 10"";""UNCONFIRMED"";;""P3"";""normal""",
"550235;""4.13 I Build failed due to SWT Increment job failure for 20190819"";""Eclipse Project"";""Platform"";""Releng"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550236;""53 test failures in pde.api.tools.tests for Y20190819-0900"";""Eclipse Project"";""PDE"";""API Tools"";""PC"";""Windows 7"";""VERIFIED"";""FIXED"";""P3"";""normal""",
"550237;""14 test failures in template tests in PDE in Y build"";""Eclipse Project"";""PDE"";""UI"";""PC"";""Windows 7"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550238;""org.apache.commons.net jar is missing in the Eclipse Photon"";""Tools"";""CDT"";""cdt-core"";""PC"";""Linux"";""RESOLVED"";""NOT_ECLIPSE"";""P3"";""normal""",
"550239;""pomless build should support overriding of derived maven coordinates"";""Eclipse Foundation"";""z_Archived"";""Tycho"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""enhancement""",
"550240;""Activate parallel loading of bundles"";""Eclipse Project"";""Platform"";""IDE"";""PC"";""Linux"";""RESOLVED"";""WONTFIX"";""P3"";""enhancement""",
"550241;""New Plug-in wizard should use hash lookup"";""Eclipse Project"";""PDE"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550242;""Mac native build taking very long"";""Eclipse Foundation"";""Community"";""CI-Jenkins"";""PC"";""Mac OS X"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550243;""Assign resource pack to project Eclipse.platform"";""Eclipse Foundation"";""Community"";""CI-Jenkins"";""PC"";""Linux"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550244;""[Examples] Decorator example is available even if the Papyrus examples are not installed"";""Modeling"";""Papyrus"";""Core"";""All"";""All"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550245;""ApiBaselinePreferencePage should use fast hash lookup"";""Eclipse Project"";""PDE"";""UI"";""PC"";""Linux"";""VERIFIED"";""FIXED"";""P3"";""normal""",
"550246;""Regression: F3 sometimes opens Java file in System rather than JDT editor"";""Eclipse Project"";""JDT"";""Core"";""PC"";""Windows 10"";""NEW"";;""P3"";""normal""",
"550247;""CommitFileDiffViewer should use fast hash lookup"";""Technology"";""EGit"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550248;""Windows test machine is down"";""Eclipse Foundation"";""Community"";""Servers"";""All"";""All"";""CLOSED"";""FIXED"";""P3"";""major""",
"550250;""Remove ManifestBuilder and SchemaBuilder from API analysis"";""Eclipse Project"";""PDE"";""API Tools"";""PC"";""Windows 7"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550251;""Code completion help popups might stall the UI"";""Technology"";""Ease"";""UI"";""All"";""All"";""CLOSED"";""FIXED"";""P3"";""normal""",
"550252;""Error markers on Dependency tab"";""Eclipse Project"";""PDE"";""UI"";""All"";""All"";""ASSIGNED"";;""P3"";""normal""",
"550253;""In the generaded C code inherited operations are missing in extending DataClasses"";""Modeling"";""eTrice"";""Generators"";""PC"";""Windows 10"";""REOPENED"";;""P3"";""normal""",
"550254;""Release SWT Builder classes as API"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
"550255;""""""The method X can be made static"""" ignores synchronized"";""Eclipse Project"";""JDT"";""Core"";""PC"";""Linux"";""NEW"";;""P3"";""normal""",
"550256;""Sometimes a NPE in org.eclipse.ui.internal.monitoring.MonitoringStartup.earlyStartup(MonitoringStartup.java:37)"";""Eclipse Project"";""Platform"";""UI"";""PC"";""Linux"";""CLOSED"";""DUPLICATE"";""P3"";""normal""",
"550257;""remote debugging multi-threaded application is extremely slow"";""Tools"";""CDT"";""cdt-debug-dsf-gdb"";""PC"";""Linux"";""NEW"";;""P3"";""major""",
"550258;""Use fast tree lookup in debug launch config"";""Eclipse Project"";""Platform"";""Debug"";""PC"";""Linux"";""RESOLVED"";""WONTFIX"";""P3"";""normal""",
"550259;""Update IDE e4 command templates to remove menu / command / handers if the plug-in is not present"";""Eclipse Project"";""PDE"";""UI"";""PC"";""Linux"";""RESOLVED"";""FIXED"";""P3"";""normal""",
